label	ENSMUSG00000000301.16	ENSMUSG00000003051.13	ENSMUSG00000004359.16	ENSMUSG00000004610.4	ENSMUSG00000005054.6	ENSMUSG00000006056.13	ENSMUSG00000006356.10	ENSMUSG00000006360.11	ENSMUSG00000008668.14	ENSMUSG00000014503.14	ENSMUSG00000015656.16	ENSMUSG00000017009.3	ENSMUSG00000018593.12	ENSMUSG00000019139.9	ENSMUSG00000020407.13	ENSMUSG00000020633.13	ENSMUSG00000020644.8	ENSMUSG00000021395.10	ENSMUSG00000021456.7	ENSMUSG00000021520.4	ENSMUSG00000021591.7	ENSMUSG00000023043.6	ENSMUSG00000025351.13	ENSMUSG00000025815.13	ENSMUSG00000026031.15	ENSMUSG00000026246.12	ENSMUSG00000026547.15	ENSMUSG00000027533.10	ENSMUSG00000027907.4	ENSMUSG00000028494.12	ENSMUSG00000028617.10	ENSMUSG00000028773.8	ENSMUSG00000029223.12	ENSMUSG00000029304.14	ENSMUSG00000029394.11	ENSMUSG00000029580.14	ENSMUSG00000029614.13	ENSMUSG00000029762.6	ENSMUSG00000030246.11	ENSMUSG00000030532.6	ENSMUSG00000030672.12	ENSMUSG00000030744.13	ENSMUSG00000031765.7	ENSMUSG00000031812.16	ENSMUSG00000031843.1	ENSMUSG00000031950.7	ENSMUSG00000032056.9	ENSMUSG00000032191.5	ENSMUSG00000032348.5	ENSMUSG00000032623.9	ENSMUSG00000032788.14	ENSMUSG00000033213.16	ENSMUSG00000034127.14	ENSMUSG00000034391.10	ENSMUSG00000034892.8	ENSMUSG00000035191.15	ENSMUSG00000036036.15	ENSMUSG00000038217.13	ENSMUSG00000038750.12	ENSMUSG00000038925.12	ENSMUSG00000039103.12	ENSMUSG00000039307.16	ENSMUSG00000039382.12	ENSMUSG00000040413.15	ENSMUSG00000040952.16	ENSMUSG00000041359.14	ENSMUSG00000041583.8	ENSMUSG00000041857.10	ENSMUSG00000041966.18	ENSMUSG00000041995.7	ENSMUSG00000043716.13	ENSMUSG00000044712.15	ENSMUSG00000045104.8	ENSMUSG00000045291.8	ENSMUSG00000046323.8	ENSMUSG00000047215.14	ENSMUSG00000048108.13	ENSMUSG00000049382.9	ENSMUSG00000049775.16	ENSMUSG00000050621.6	ENSMUSG00000050737.13	ENSMUSG00000050810.8	ENSMUSG00000051159.16	ENSMUSG00000052477.15	ENSMUSG00000053964.17	ENSMUSG00000053965.10	ENSMUSG00000054310.16	ENSMUSG00000055933.13	ENSMUSG00000057657.3	ENSMUSG00000057666.18	ENSMUSG00000060143.6	ENSMUSG00000060461.5	ENSMUSG00000061787.15	ENSMUSG00000062081.6	ENSMUSG00000062275.7	ENSMUSG00000062825.15	ENSMUSG00000062867.13	ENSMUSG00000064010.12	ENSMUSG00000065353.1	ENSMUSG00000066359.5	ENSMUSG00000066463.12	ENSMUSG00000066478.3	ENSMUSG00000068220.5	ENSMUSG00000069117.3	ENSMUSG00000069324.5	ENSMUSG00000069678.10	ENSMUSG00000069682.5	ENSMUSG00000070034.13	ENSMUSG00000071041.4	ENSMUSG00000071644.10	ENSMUSG00000073294.4	ENSMUSG00000073628.5	ENSMUSG00000074207.10	ENSMUSG00000074365.13	ENSMUSG00000074501.5	ENSMUSG00000074768.5	ENSMUSG00000074783.10	ENSMUSG00000075023.11	ENSMUSG00000075706.10	ENSMUSG00000076441.9	ENSMUSG00000076937.3	ENSMUSG00000078238.4	ENSMUSG00000078636.4	ENSMUSG00000079042.9	ENSMUSG00000079162.8	ENSMUSG00000079192.2	ENSMUSG00000079808.3	ENSMUSG00000080241.3	ENSMUSG00000080921.4	ENSMUSG00000080970.1	ENSMUSG00000081249.3	ENSMUSG00000081586.3	ENSMUSG00000081766.3	ENSMUSG00000082475.1	ENSMUSG00000083068.1	ENSMUSG00000083410.1	ENSMUSG00000084034.1	ENSMUSG00000084349.3	ENSMUSG00000084353.1	ENSMUSG00000084824.1	ENSMUSG00000085079.3	ENSMUSG00000085973.1	ENSMUSG00000086130.1	ENSMUSG00000089716.7	ENSMUSG00000090467.3	ENSMUSG00000090693.3	ENSMUSG00000091269.1	ENSMUSG00000092341.2	ENSMUSG00000092358.1	ENSMUSG00000092806.2	ENSMUSG00000093674.7	ENSMUSG00000094005.1	ENSMUSG00000094041.1	ENSMUSG00000094467.1	ENSMUSG00000094484.2	ENSMUSG00000094708.1	ENSMUSG00000094807.2	ENSMUSG00000095136.1	ENSMUSG00000095291.1	ENSMUSG00000095434.1	ENSMUSG00000095672.1	ENSMUSG00000095674.1	ENSMUSG00000095680.1	ENSMUSG00000095799.1	ENSMUSG00000095937.1	ENSMUSG00000096276.8	ENSMUSG00000096363.1	ENSMUSG00000096483.1	ENSMUSG00000096528.1	ENSMUSG00000096544.2	ENSMUSG00000096745.1	ENSMUSG00000099021.1	ENSMUSG00000099250.1	ENSMUSG00000099693.1	ENSMUSG00000100755.1	ENSMUSG00000100862.1	ENSMUSG00000101878.1	ENSMUSG00000102070.1	ENSMUSG00000102917.1	ENSMUSG00000103998.1	ENSMUSG00000105361.1	ENSMUSG00000105880.1	ENSMUSG00000106037.1	ENSMUSG00000106634.1	ENSMUSG00000107521.1	ENSMUSG00000108473.1	ENSMUSG00000108980.1
16-cell stage blastomere	6.8006	4.4238	5.7675	5.8476	5.6467	6.2683	6.1269	2.9957	7.8459	2.9957	7.7038	4.5527	3.0116	6.9255	2.9957	4.1022	3.4985	3.7481	4.6078	6.9056	2.9957	2.9957	7.2171	5.65	3.1564	7.2021	2.9957	4.4889	4.7588	4.3935	5.5609	5.2569	3.054	2.9957	6.707	9.2004	8.4843	2.9957	2.9957	3.79	6.9515	7.7654	7.0332	8.3785	5.2138	7.9535	2.9957	2.9957	2.9957	2.9957	7.1785	2.9957	2.9957	7.3603	8.1833	3.0249	2.9957	3.2277	2.9957	2.9957	4.7922	3.2828	6.1581	7.089	8.4172	2.9957	6.6555	2.9957	4.111	3.0382	8.2761	7.4558	2.9957	2.9957	8.5028	7.382	4.4016	2.9957	2.9957	8.2607	3.856	2.9957	6.488	6.1724	2.9957	2.9992	2.9957	3.027	7.248	4.0525	8.0926	8.2628	7.7716	8.8281	3.0009	6.2005	8.1611	2.9957	5.8364	2.9957	3.002	7.368	2.9957	7.137	4.8053	5.0012	7.192	5.8724	6.4546	6.5102	3.0179	5.1054	2.9957	7.5267	6.698	5.751	4.056	2.9957	7.1601	4.0647	2.9957	5.0418	3.4665	2.9957	6.2651	5.7757	5.7844	7.8227	8.4073	2.9957	8.6905	4.4059	7.2716	7.5665	6.6706	6.0039	9.1076	6.7471	8.6716	4.8164	2.9974	3.837	3.3372	3.1159	7.4587	6.2213	4.6098	4.5033	7.8188	2.9957	9.5557	4.7964	2.9957	2.9957	3.0314	2.9957	2.9957	7.4845	4.6709	2.9957	5.4336	2.9957	5.4561	2.9957	2.9957	3.6011	5.8882	7.265	6.8163	8.6367	6.2752	3.5939	3.5939	6.7408	8.2304	3.0234	6.932	3.0276	3.7373	3.0966	10.5819	6.1401	8.1993	3.7717	4.2245	5.1219	7.021
16-cell stage blastomere	6.4277	5.1095	6.0036	6.1094	6.0883	5.9933	5.9813	2.9957	7.7089	3.0929	8.3749	3.8635	3.0115	6.9825	2.9957	3.9122	2.9957	3.6478	5.1342	6.631	2.9957	3.9009	7.2233	5.5525	3.0329	7.3578	4.234	5.3386	5.675	2.9957	6.0426	5.6553	2.9957	2.9957	6.3356	8.9062	8.5883	4.6118	3.3324	4.1986	6.5971	8.0014	7.1757	8.4277	3.8619	8.0269	2.9957	2.9957	2.9957	2.9957	6.7028	3.2634	2.9957	7.2209	8.1964	2.9957	3.5392	3.1647	2.9957	3.0329	3.0685	3.3542	6.2676	7.1966	8.4922	2.9957	6.6285	2.9957	3.563	2.9981	8.4527	7.4948	3.3848	3.0417	8.4939	7.8324	4.1021	2.9957	3.0037	8.3259	5.655	3.5344	6.2831	6.2701	2.9957	3.0048	3.0006	2.9957	7.1563	2.9957	8.2537	8.5299	7.9025	8.9677	3.014	6.8846	7.927	2.9957	6.0319	2.9957	2.9957	7.2376	2.9957	7.401	5.153	5.3702	6.988	5.9464	6.6414	6.9317	3.8132	5.3683	2.9957	7.3755	6.481	5.8085	4.3265	2.9957	7.3122	4.0482	2.9957	2.9957	2.9957	2.9957	6.788	6.9247	5.9571	7.9239	8.5199	2.9957	8.7526	2.9957	7.4485	7.7899	6.7974	6.2529	9.1802	6.8893	8.8506	4.6146	3.1168	3.9581	3.416	3.4633	7.3554	6.5829	4.5797	4.8762	7.489	3.5629	9.5288	5.7338	3.5629	3.886	3.2592	2.9957	3.5629	7.802	4.6875	3.5629	5.6893	3.5629	5.0931	2.9957	2.9957	2.9957	6.39	7.2686	6.7622	8.7611	5.4669	4.0906	4.0906	7.2542	8.1284	3.2682	7.1554	5.1451	3.7527	3.3622	10.2602	5.8334	8.1092	3.3265	3.5869	4.8013	6.9621
16-cell stage blastomere	7.1814	3.1173	6.7337	5.7593	6.1122	6.3025	5.4827	4.9256	7.5798	2.9957	8.193	4.618	3.0145	6.4618	3.246	3.8734	3.1332	3.5854	5.7852	6.8643	2.9957	3.0061	7.4219	5.9003	3.1386	6.9921	3.9879	3.4448	4.182	3.0052	4.777	3.8736	3.001	2.9957	7.5233	9.2299	8.2938	3.3151	3.1573	4.1784	6.4783	7.5601	7.806	8.4382	5.2798	7.9402	2.9957	2.9998	3.5013	2.9957	6.9371	2.9957	2.9957	7.5084	7.9794	2.9957	3.364	3.1217	3.013	2.9957	3.1678	3.2342	6.7013	7.4132	8.1968	3.704	6.258	2.9957	3.9695	3.0199	8.0945	7.8557	2.9957	3.0049	8.8654	7.3943	4.4027	3.4608	3.0123	8.289	5.486	3.3851	6.5646	6.0557	2.9957	2.9957	2.9998	2.9957	7.2455	4.4161	7.8629	8.5115	7.7415	8.8933	2.9957	7.0271	7.9651	2.9957	6.4508	2.9957	3.7641	7.0573	3.023	7.206	5.8056	4.2395	7.1481	5.7636	6.5536	6.6261	3.0355	5.4731	2.9957	7.2944	6.8332	6.1961	4.3629	2.9957	6.2853	4.1593	2.9957	4.41	3.575	2.9957	6.5748	6.9896	5.9136	7.8673	8.4842	2.9957	8.898	5.035	7.373	7.402	6.7177	6.2242	9.0699	6.8671	8.7813	5.0845	3.6108	3.7273	3.5078	3.8577	7.1946	6.758	4.9078	4.8977	7.8333	3.4568	9.52	5.3302	3.4568	2.9957	3.1638	3.2985	3.4568	7.6794	3.182	3.4568	6.1385	3.4568	6.6574	2.9957	3.2985	3.4841	6.2477	7.4782	6.573	8.6614	6.482	3.6228	3.6228	7.0665	7.9262	3.3777	7.0512	5.9123	3.7108	3.484	10.5045	6.2894	7.9862	3.8457	4.0021	4.9996	7.2009
16-cell stage blastomere	7.3892	4.2316	7.1989	6.2483	6.2198	6.3436	5.9037	4.1198	7.7631	3.1229	8.4373	3.9826	2.9957	6.6602	2.9957	3.8299	2.9957	3.4161	5.0791	6.4675	2.9957	2.9957	6.9237	5.9971	3.2739	7.0794	3.4286	5.2556	5.0047	3.6918	6.0239	5.922	3.07	2.9957	6.957	9.6496	8.4739	3.2786	3.87	3.9619	7.2601	7.7498	8.1444	8.3801	4.4237	7.6718	2.9957	3.0942	3.7853	2.9957	6.5761	4.9767	2.9957	7.5404	8.0635	2.9957	4.3732	3.1857	2.9957	2.9957	3.5114	3.253	5.8949	7.1812	8.2832	2.9957	6.0971	3.0201	4.3541	3.2571	8.2219	7.8767	3.4489	3.1207	8.5594	7.7313	4.6238	2.998	3.003	8.1018	4.7673	2.9957	6.5416	6.0479	2.9957	2.9957	2.9995	2.9957	7.3346	4.5058	8.2322	8.4954	7.7768	8.7846	2.9957	7.1098	8.15	2.9957	5.9918	2.9957	3.7171	6.5229	3.7136	7.4045	5.7051	3.7224	7.1399	5.6195	6.8112	6.7417	2.9957	5.1569	2.9957	7.6403	7.4827	6.1565	5.1078	3.7908	6.6655	5.9388	2.9957	2.9957	3.4851	3.444	6.5412	6.4275	6.3117	8.1155	8.1238	2.9957	8.5888	4.8392	7.6989	7.7716	6.4969	5.8188	9.4042	7.116	8.9409	5.3045	3.1408	4.1221	3.4401	3.7556	7.4478	6.4897	5.8057	5.3337	7.6743	2.9957	9.7266	4.9972	2.9957	2.9957	3.1105	3.4539	2.9957	8.0799	6.5274	2.9957	5.6177	2.9957	5.7893	2.9957	3.4539	3.0082	5.1389	7.6045	6.473	8.7739	6.351	3.6897	3.6897	7.0656	8.2372	3.0167	7.3705	3.4479	3.9788	3.3413	10.3169	6.401	8.2231	4.1096	4.631	5.1081	7.4195
16-cell stage blastomere	7.2964	4.549	6.3579	7.215	5.7711	6.9044	6.2951	2.9957	7.583	3.0784	8.7549	3.3326	3.034	6.788	4.3238	4.345	2.9957	3.2987	6.2184	7.1129	2.9957	2.9957	7.0361	3.7427	3.1442	6.7535	3.7676	2.9971	5.0544	3.9899	5.3373	6.6369	3.0162	2.9957	6.2784	9.5587	8.058	3.0532	3.751	3.5451	6.894	7.9919	8.3506	8.4418	4.5222	7.6916	3.0243	3.0754	2.9957	3.0764	6.8358	3.8389	2.9957	7.4204	8.695	3.0118	3.6041	3.1109	3.4373	3.0448	3.0354	3.2553	7.3847	7.1339	8.1009	3.0918	6.2181	3.0302	3.4287	3.5452	8.1759	6.4525	4.1898	3.1577	8.7985	7.6592	3.1799	3.023	2.9957	8.23	5.6077	3.0196	7.0046	5.2618	2.9957	2.9973	3.0207	2.9957	7.1025	3.1371	8.3017	8.6662	7.758	9.0934	3.0189	7.1659	7.985	2.9957	6.5748	3.0053	3.3382	7.4999	2.9957	7.044	6.8839	4.7009	7.2242	5.333	6.7307	6.7677	3.1051	5.6441	2.9957	7.828	6.1313	7.163	3.1446	3.0983	6.7604	4.7676	3.0112	5.4882	3.1506	3.0161	7.0946	6.5075	5.5081	8.0956	8.9244	2.9957	8.7033	2.9957	7.474	7.6776	7.2217	7.0241	9.0021	6.8204	8.2783	3.3228	3.1222	3.2194	3.3029	3.478	7.5999	7.3202	5.2693	6.5851	7.87	2.9957	9.7217	5.3686	2.9957	2.9957	3.0762	2.9957	2.9957	7.9832	5.5233	2.9957	5.9699	2.9957	5.5639	2.9957	2.9957	3.0093	6.0768	7.3461	7.3932	8.925	6.7546	3.7222	3.7222	6.904	7.8949	2.9958	7.1184	3.0768	3.7873	3.1169	9.6963	5.1576	8.2189	3.485	4.84	3.6267	5.5952
16-cell stage blastomere	4.0078	3.0056	5.882	6.8613	5.976	6.6885	5.3285	2.9957	7.7198	3.0045	8.9999	3.0013	3.0033	6.6022	2.9957	3.1057	2.9957	3.032	6.5567	7.0581	2.9957	3.1157	6.08	3.8765	3.1812	5.1797	5.4009	3.0001	4.9648	5.5375	6.4086	4.9339	3.1275	2.9957	6.1875	9.4623	8.2361	4.1164	3.0007	4.4237	7.0903	8.2401	8.1747	8.215	3.1865	7.3272	3.0223	3.0087	3.0001	3.0012	6.2103	5.8765	2.9957	7.231	8.7878	3.009	3.0064	3.4745	3.407	3.0031	3.0071	3.3178	6.9031	5.0998	8.0693	3.0255	6.3905	3.0667	3.4128	3.3225	8.1443	6.1469	3.1108	3.006	8.8419	7.9408	3.2041	2.9957	2.9957	8.5356	5.0081	3.0349	6.2921	4.9239	2.9957	2.9957	2.9957	3.0192	7.0528	2.9957	7.9861	8.6955	7.734	8.5936	3.0282	6.7855	8.0897	2.9957	7.5031	3.0388	3.2551	7.3111	2.9957	7.1551	7.0355	3.5359	7.0834	5.5399	6.7294	6.7975	3.0277	5.1794	2.9957	8.0249	7.2129	7.5061	3.6622	3.0502	5.7196	2.9957	3.1284	5.0265	2.9957	3.0109	6.2173	6.4331	5.5901	7.9543	8.9017	2.9957	8.573	3.0733	7.5921	7.9583	6.8597	6.5178	9.1607	6.8247	8.976	3.5648	3.0169	3.0477	3.095	3.8153	7.1638	6.528	4.6037	4.3897	7.7468	3.3	9.4829	3.1256	3.3	2.9957	3.2601	2.9957	3.3	7.8778	6.2131	3.3	6.8264	3.3	5.565	3.0085	2.9957	3.0288	5.4987	7.6658	7.3532	8.3987	6.3609	3.3148	3.3148	2.9957	8.2375	2.9958	7.1751	3.0173	3.8192	3.1823	10.0146	4.8018	8.3905	3.6721	2.9957	3.084	4.9364
16-cell stage blastomere	8.8137	3.6785	5.0703	6.4964	6.4801	6.6862	4.735	2.9957	7.4668	2.9957	7.311	2.9957	2.9957	6.438	2.9957	3.8615	2.9957	3.0089	5.286	6.9877	2.9957	2.9957	8.4569	5.5796	3.469	8.9666	2.9957	2.999	2.9957	2.9957	5.3715	4.7906	2.9957	2.9957	6.4035	8.1362	7.7781	2.9957	2.9957	3.9694	7.3153	7.5053	7.8191	7.7306	3.8443	7.4729	2.9957	2.9957	2.9957	2.9957	6.164	5.2079	2.9957	6.2354	8.4754	2.9957	5.0566	3.3337	2.9957	2.9957	3.6362	3.2078	7.1374	8.9068	7.9925	2.9957	5.2193	2.9957	4.788	3.2855	7.3336	8.2063	2.9957	2.9957	8.3825	7.6017	4.4361	3.0926	2.9957	8.2969	5.9406	2.9957	6.3099	5.7145	2.9957	4.2508	2.9957	2.9957	6.9386	2.9957	7.4845	8.2431	7.6115	8.0735	4.6148	6.333	7.1268	2.9957	4.8638	2.9957	2.9957	6.9405	2.9957	6.9213	5.7923	2.9957	6.6459	5.3262	5.6658	6.1998	3.2308	5.7284	2.9957	7.3386	6.8897	5.9817	3.3867	4.6821	7.1871	5.5396	2.9957	2.9957	2.9957	3.4331	6.1405	2.9957	5.8602	7.3448	8.1207	2.9957	8.2686	2.9957	8.2051	7.5922	6.8881	6.18	9.0678	6.3264	8.8643	4.9309	2.9957	3.8404	3.4315	2.9957	7.1384	6.2617	2.9957	8.1743	7.3709	4.053	9.0957	4.6595	4.053	2.9957	3.0071	2.9957	4.053	7.6394	6.1488	4.053	5.6342	4.053	5.576	2.9957	2.9957	2.9957	4	6.8728	7.2508	7.7024	4.768	2.9957	2.9957	7.1166	7.8398	6.8186	6.9693	5.4686	3.956	3.2587	9.3541	6.3514	7.5707	4.344	5.0605	4.2406	7.552
16-cell stage blastomere	2.9957	2.9957	3.8845	3.0066	2.9957	3.0007	3.0113	2.9957	3.2004	7.3293	3.1554	2.9957	4.0318	3.0004	2.9957	2.9957	3.0029	7.9769	2.9957	2.9957	2.9991	2.9957	2.9957	2.9957	6.5149	2.9957	3.04	3.002	2.9957	3.0195	6.8185	2.9957	8.1399	2.9957	5.4024	7.9777	2.9957	2.9957	7.6293	9.3332	2.9957	3.4126	5.3439	3.7954	7.7902	4.9344	7.6964	8.644	2.9957	8.6198	5.9695	2.9957	2.9957	3.0019	5.7557	6.5325	8.5637	7.3712	8.9229	8.3808	7.1192	7.7826	3.0094	3.011	4.2964	9.444	2.9957	8.0607	3.2383	6.7891	3.1777	2.9992	7.734	9.3156	8.0928	3.5776	3.4241	2.9957	3.3155	2.9957	2.9957	7.0548	2.9957	2.9957	2.9957	7.959	6.8351	6.5167	3.7675	4.5769	4.4466	3.0103	3.0807	2.9957	7.8619	4.4665	3.0189	2.9957	2.9957	7.4698	8.2565	3.102	2.9957	2.9957	2.9958	7.8877	2.9957	4.4439	2.9957	3.0951	7.1432	2.9957	2.9957	3.0093	2.9957	3.0049	2.9957	8.8402	2.9957	2.9957	8.006	2.9957	2.9957	6.9975	3.0792	2.9957	3.7157	8.4417	2.9957	2.9957	3.0596	2.9957	3.1627	3.4557	2.9957	2.9957	3.0372	3.0108	9.282	2.9957	8.4746	2.9957	8.7623	7.2969	3.988	2.9957	5.7666	7.1354	2.9957	7.5674	6.8856	3.0004	7.5674	7.547	7.0589	2.9957	7.5674	3.0004	3.0004	7.5674	5.4309	7.5673	3.0004	2.9957	2.9957	6.1848	3.0004	3.0004	3.0065	4.0732	2.9957	4.6886	4.6886	5.3129	3.2501	6.6718	2.9957	4.5364	9.7349	8.164	9.0916	2.9957	3.7202	8.7742	10.1769	2.9957	2.9957
16-cell stage blastomere	7.1944	5.1021	5.0991	7.0728	6.7513	6.4688	6.5523	2.9957	7.9104	2.9957	9.0929	3.6424	3.0123	6.9246	2.9957	3.4263	2.9957	3.4008	5.841	6.5244	2.9957	3.4068	7.2476	4.4624	3.0886	7.2623	4.9327	3.548	4.5165	4.1467	5.5576	7.1242	3.0361	2.9957	6.6669	9.1399	8.4931	3.9617	2.9957	3.4519	7.5875	7.8231	8.7587	8.2765	4.6535	7.5308	2.9957	2.9957	2.9957	2.9957	6.8164	3.4343	2.9957	7.5556	8.5752	3.0118	3.2271	3.2275	3.775	2.9957	3.0476	3.2163	7.4474	7.5922	8.2988	2.9957	6.4787	2.9957	3.9981	2.9957	8.0976	6.7428	2.9957	3.0085	8.3769	7.5728	3.2909	3.1662	2.9957	8.493	5.3594	2.9957	7.1643	5.2051	2.9957	2.9973	2.9957	2.9957	7.426	3.5859	8.2388	8.4859	7.5852	9.0697	2.9957	7.4641	7.6292	2.9957	6.4866	2.9957	3.0376	7.6291	2.9957	7.4045	6.7565	4.948	7.356	5.1675	6.4431	6.7067	2.9957	5.1782	2.9957	7.8409	6.6751	6.6521	3.4772	2.9957	7.6992	5.2217	2.9957	2.9957	2.9957	2.9957	6.2196	5.814	5.3693	7.9682	8.7965	2.9957	8.8884	4.4866	7.4229	7.4688	6.301	6.0432	9.1885	6.7695	8.8409	3.8439	3.2375	3.1343	3.5043	3.7825	7.7464	6.8305	5.8477	6.8145	7.7563	3.1181	9.7683	5.4326	3.1181	3.7063	3.0786	2.9957	3.1181	7.5408	6.0242	3.1181	5.6666	3.1181	6.4377	2.9957	2.9957	3.0229	5.8894	7.5299	6.4799	8.611	6.6164	3.8172	3.8172	6.5732	8.1001	3.9712	7.262	5.4599	3.9537	3.2342	9.3077	5.4521	8.0197	3.37	5.0026	3.5643	6.1722
16-cell stage blastomere	7.0763	2.9957	5.832	6.9412	6.3269	6.4656	5.7986	3.8041	7.8692	3.2054	8.9855	3.5863	3.0369	6.8298	2.9957	3.4546	2.9957	3.3906	5.9987	6.4649	2.9957	2.9957	7.3952	4.9155	3.0967	6.9075	3.3221	4.3805	3.613	2.9957	4.9949	5.3312	4.3309	2.9957	6.9337	9.234	8.4554	4.0429	3.0459	3.5505	7.1207	7.8691	8.4885	8.3953	4.2413	7.7007	2.9957	2.9957	2.9957	2.9957	6.9545	4.7922	2.9957	7.2464	8.4206	2.9957	4.3747	3.2011	2.9957	2.9957	3.1202	3.1855	6.7589	7.5903	8.2335	2.9957	5.8655	2.9957	4.279	3.1174	8.2806	7.1628	2.9957	2.9976	8.7949	7.6299	3.5486	2.9957	2.9957	8.4488	4.8644	3.0266	6.6466	5.0538	2.9957	3.0533	3.4131	2.9957	7.4376	3.5286	8.1253	8.6466	7.7667	9.0232	2.9957	7.2486	7.9926	2.9957	6.3458	2.9957	2.9957	7.4502	2.9957	7.432	6.7898	3.9436	7.3587	5.5119	6.5491	6.3127	3.409	5.298	2.9957	7.7482	7.1159	6.9483	3.2293	2.9957	7.1669	4.0158	3.0289	3.5647	3.1286	2.9957	6.2555	5.9592	5.6096	7.9815	8.6267	4.4216	8.7154	2.9957	7.6313	7.4392	6.5475	6.2552	9.1889	6.9829	8.8056	3.892	3.0675	3.0997	3.5114	3.8958	7.6094	6.8086	5.2872	6.6531	7.9815	3.3203	9.5717	5.5554	3.3203	2.9957	3.1056	2.9957	3.3203	7.5383	5.0572	3.3203	6.0116	3.3203	6.1539	2.9957	2.9957	2.9957	5.8698	7.3938	6.6993	8.6153	6.405	3.5295	3.5295	6.6742	8.0816	3.7938	7.0533	4.5273	3.7874	3.2556	9.8561	5.3338	8.2767	3.5149	4.9101	3.652	6.603
16-cell stage blastomere	7.2501	3.8149	5.9463	6.3332	6.4522	6.7898	6.1273	3.0417	7.8343	2.997	8.9259	3.0415	3.0123	6.8835	2.9957	3.4233	2.9957	3.1996	5.8457	6.6743	2.9957	2.9957	7.1708	4.9657	3.0448	7.0117	3.8492	2.9988	4.8028	3.5005	6.0592	7.2101	3.0391	2.9957	6.8523	9.0405	8.3271	3.1637	3.0245	4.8406	6.7242	7.9513	8.4902	8.3091	4.2728	7.4986	2.9957	2.9957	3.6678	3.0439	7.0799	3.0029	2.9957	7.5048	8.4386	2.9957	3.0592	3.1046	2.9957	2.9957	4.1618	3.0986	6.9435	6.9701	8.3253	2.9957	6.4722	2.9957	3.714	2.9957	8.0727	6.7864	2.9957	3.0082	8.3166	7.4242	3.4602	2.9957	2.9957	8.3766	4.5397	2.9957	6.979	5.1938	2.9957	2.9988	2.9957	2.9957	7.4341	4.0032	8.2867	8.5149	7.567	8.972	3.0099	7.5695	8.0751	2.9957	6.4934	2.9957	2.9957	7.0941	3.4383	7.5023	6.9318	5.1538	7.2465	5.5524	6.8256	6.7686	2.9957	5.5226	2.9957	7.7097	6.7944	6.8425	3.7744	2.9957	6.8595	4.6852	2.9957	5.1912	4.0691	2.9969	6.6009	5.697	5.2942	7.8194	8.6774	2.9957	9.0382	2.9957	7.1879	7.5048	6.5873	6.0802	9.0756	6.7114	8.7393	3.6733	3.0622	3.0852	3.5069	2.9957	7.4748	6.8049	4.4629	6.5688	7.9163	2.9957	9.678	4.3704	2.9957	2.9957	3.0051	3.2692	2.9957	8.0918	5.4946	2.9957	5.3152	2.9957	5.985	2.9957	3.2692	3.5102	4.3115	7.2107	6.5453	8.9442	6.4858	3.4519	3.4519	6.6294	7.9448	3.8048	7.1942	5.785	3.4376	3.4605	9.6729	5.21	8.0064	3.3756	4.9308	3.9552	6.174
16-cell stage blastomere	7.5203	4.2236	5.0776	6.6615	6.2141	6.4348	5.5795	3.0365	7.7057	2.9957	8.7326	3.7255	2.9957	7.1657	2.9957	3.5222	2.9957	3.3841	5.996	7.0519	2.9957	2.9957	7.3132	4.9853	3.1316	7.2483	3.6774	3.3696	3.9557	4.0589	6.1023	6.0256	2.9957	2.9957	6.9773	9.0575	8.3539	3.6958	3.2786	3.4068	7.1743	8	8.7286	8.3699	4.2326	7.7141	2.9957	2.9957	2.9957	3.0523	6.9524	3.7838	2.9957	7.5012	8.6484	2.9957	3.6896	3.0937	4.5707	2.9957	4.1241	3.185	7.2531	8.0458	8.2102	2.9957	6.483	2.9957	3.7833	2.9957	8.032	6.9002	2.9957	2.9957	8.8764	7.576	3.7791	2.9957	2.9957	8.2453	5.4604	2.9957	6.5243	5.5137	2.9957	2.999	3.1216	2.9957	7.122	3.227	8.0981	8.5864	7.8712	8.8913	2.9957	7.4644	8.0317	2.9957	5.7346	2.9957	3.4019	7.2617	2.9957	7.1995	6.5335	5.12	7.3379	4.869	6.8113	6.5661	2.9957	6.0846	2.9957	7.8347	7.6063	6.8417	3.6146	2.9957	6.8615	5.0934	2.9957	4.1849	2.9961	3.0163	6.8232	5.7806	5.2146	8.1586	8.7493	2.9957	8.9763	2.9957	7.5961	7.5919	6.85	6.5705	9.2767	6.7215	8.6445	4.2391	3.0167	3.7257	3.2467	3.0132	7.4185	7.0256	4.5661	7.1146	7.8761	3.183	9.8067	5.0245	3.183	3.5916	3.1493	2.9957	3.183	7.6765	6.1153	3.183	4.9351	3.183	5.551	2.9957	2.9957	2.9957	5.0026	7.6604	6.9737	8.8127	6.7434	3.4435	3.4435	5.9637	8.1067	3.0176	7.0147	4.5937	3.4737	3.3515	9.8872	6.0662	8.1596	3.3501	4.5983	4.1201	6.1765
